file_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-04-02-01-01-04.wav,-497.86688,25.287434,-26.030905,-0.95848155,-9.268011,-19.433582,-11.3195915,-21.625282,-10.4801445,-2.2978015,-7.168588,-4.9397,-3.35351,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-04-02-01-02-04.wav,-458.86658,21.343616,-18.713076,-3.66024,-13.38258,-13.793036,-4.969654,-15.097879,-9.9066725,-0.871754,-2.2713995,1.0377884,2.2544787,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-04-02-02-01-04.wav,-411.91107,5.645647,-37.024414,-9.342114,-17.479345,-24.588762,-17.581554,-25.403654,-12.044065,-5.508711,-8.062103,1.0663269,9.124275,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-04-02-02-02-04.wav,-432.33154,13.220927,-31.615606,-3.0004714,-12.246479,-22.777903,-11.733049,-22.291946,-11.946851,-8.574305,-10.541277,-8.154791,-0.70881844,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-01-01-01-04.wav,-521.82367,42.11239,-13.007957,4.1676183,-11.537407,-9.458173,-9.039138,-16.746555,-10.106771,-6.264058,-5.390397,-10.1159725,-4.5803127,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-01-01-02-04.wav,-506.48383,34.61573,-14.262782,2.8987808,-14.014666,-8.842252,-4.9778085,-16.391575,-8.087156,-4.457948,-4.240612,-7.1059084,-5.239209,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-01-02-01-04.wav,-526.80725,32.989754,-13.119181,-0.28403655,-12.119598,-11.864418,-9.07667,-19.453827,-10.75028,-7.481082,-5.780469,-9.102171,-9.7932,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-01-02-02-04.wav,-529.8411,42.34123,-14.988153,2.462432,-14.399305,-9.910338,-10.405822,-19.608324,-10.503943,-4.8669567,-4.7767467,-9.8581295,-6.1652145,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-02-01-01-04.wav,-365.28223,20.822212,-23.78569,-0.14309317,-18.814814,-7.275164,-3.3144362,-19.931767,-4.3695555,-9.459312,-3.8362384,-6.1962667,-2.6476262,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-02-01-02-04.wav,-387.08075,24.282194,-21.78578,-0.23368648,-20.002573,-8.919757,-6.7984805,-21.43851,-6.754589,-6.208635,-4.6784077,-3.3359976,-1.8042337,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-02-02-01-04.wav,-361.4038,14.390494,-21.897532,0.16975638,-16.27365,-14.336003,-8.644497,-23.769201,-4.6937585,-6.1197395,-3.9881122,-9.456859,-6.5562906,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-05-02-02-02-04.wav,-407.7668,15.000644,-24.58743,-9.472788,-25.396992,-11.937102,-10.836517,-24.12343,-7.307849,-11.810642,-4.6388493,-6.3730636,-3.9850507,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-01-01-01-04.wav,-528.4878,31.133266,-17.20927,0.058900665,-10.115176,-7.5807934,-6.803401,-20.087486,-12.73384,-3.2724967,-7.806686,-8.657,-6.535803,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-01-01-02-04.wav,-507.02945,31.546352,-22.993292,4.296759,-10.737334,-10.927341,-6.8250713,-17.421436,-11.112812,-4.3849277,-9.518422,-7.985278,-7.277581,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-01-02-01-04.wav,-526.0199,32.082123,-16.444221,1.2066392,-6.341256,-10.493578,-8.82744,-19.769249,-10.227118,-3.6640644,-9.411281,-7.50453,-9.129198,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-01-02-02-04.wav,-527.27094,31.719595,-13.848503,-1.19589,-8.069009,-9.256394,-6.9605913,-17.75771,-13.29231,-4.932745,-8.547786,-9.354752,-8.077071,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-02-01-01-04.wav,-359.82404,6.067914,-22.93264,1.2341468,-8.472522,-5.8972898,-7.653264,-21.490486,-8.971197,0.30465722,-3.508374,0.10852051,12.236514,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-02-01-02-04.wav,-418.11902,19.72993,-20.596945,-3.1076922,-12.181423,-6.9931197,-5.9836545,-15.711901,-12.406744,-6.291811,-6.9835057,0.056423217,6.090914,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-02-02-01-04.wav,-399.12408,21.012539,-20.72228,-7.5734196,-18.203146,-10.055995,-12.457557,-18.515451,-10.566558,-8.815294,-9.972205,-7.425344,0.8654811,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-06-02-02-02-04.wav,-406.77344,18.074068,-20.835596,-10.630311,-14.089199,-12.71738,-10.502943,-16.861208,-9.106919,-6.7017384,-7.4663143,-5.6279964,0.64929515,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-01-01-01-04.wav,-555.20703,57.21262,-6.6827416,2.1908119,-6.0145864,-5.6174355,-5.4651647,-10.048898,-14.128922,-3.8305566,-4.2655387,-8.61002,-5.075011,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-01-01-02-04.wav,-540.7495,57.45157,-10.965014,4.313968,-8.93115,-9.416735,-15.698819,-15.410335,-13.288692,-1.0190955,-8.867582,-8.893113,-4.9910254,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-01-02-01-04.wav,-547.7876,41.715694,-11.511909,-2.8631456,-5.067538,-11.3839245,-9.973887,-17.28173,-9.743124,-4.6447873,-7.3689604,-8.164938,-5.410431,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-01-02-02-04.wav,-522.34467,33.765022,-9.423978,1.193489,-0.045860466,-11.616585,-7.7095084,-13.798753,-4.9408865,-1.8195662,-6.541657,-4.9342794,-2.6433992,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-02-01-01-04.wav,-452.95145,32.651737,-10.526318,4.9674473,-8.992641,-7.746106,-6.181382,-16.454895,-10.506721,-6.0297947,-5.0492926,-7.1432056,-5.303719,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-02-01-02-04.wav,-471.5354,34.29963,-12.176166,1.1300112,-10.285553,-7.449467,-7.384598,-12.303572,-14.584503,-5.608282,-5.994272,-6.5017004,-7.2194533,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-02-02-01-04.wav,-508.0005,37.212624,-13.825323,-3.7663488,-8.18483,-12.606744,-12.474554,-22.11437,-17.837925,-4.466982,-9.882721,-13.122439,-6.4345536,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-07-02-02-02-04.wav,-478.96857,35.312206,-13.229903,-8.166583,-13.992223,-11.982153,-14.251318,-20.60778,-16.810608,-5.39472,-10.756242,-12.549592,-6.3769927,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-01-01-01-04.wav,-585.2633,42.779007,-15.532521,1.5915993,-9.995716,-11.748101,-7.9024005,-16.770355,-10.046787,-5.3273664,-6.841998,-9.658724,-7.2292905,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-01-01-02-04.wav,-557.3058,40.801468,-15.36685,1.3576033,-11.156328,-12.489708,-7.389238,-19.6307,-9.957266,-5.9326024,-8.30991,-10.263837,-8.362689,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-01-02-01-04.wav,-520.48883,43.90555,-10.728208,-3.6363175,-11.460335,-15.047476,-11.384688,-21.175383,-9.922588,-6.6292834,-10.311416,-10.642049,-8.107075,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-01-02-02-04.wav,-529.48505,40.530357,-16.219902,-4.1416883,-14.341228,-13.854885,-9.665212,-23.198088,-10.63065,-4.977778,-10.598071,-12.017253,-8.937307,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-02-01-01-04.wav,-448.65146,32.30381,-24.55306,-3.670005,-16.212788,-14.173931,-6.2030025,-22.756899,-9.252106,-2.6284723,-7.949799,-4.9035516,-0.91603464,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-02-01-02-04.wav,-468.15817,26.683508,-19.705769,-5.189729,-14.749959,-13.219644,-11.519595,-22.650095,-7.361022,-1.8431528,-4.699174,-2.6214213,-0.9826083,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-02-02-01-04.wav,-466.36444,31.485119,-16.640453,-3.6786354,-12.267357,-12.688114,-11.49691,-17.596834,-5.807806,-5.105385,-7.272064,-4.159562,-2.1896324,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_04\03-01-08-02-02-02-04.wav,-449.57913,28.988594,-17.052874,-7.188917,-15.726121,-13.232697,-13.23242,-23.72381,-7.884144,-9.132136,-10.823233,-8.406299,-4.741894,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-01-01-01-01-05.wav,-683.20856,80.11589,7.9506874,16.284683,12.181481,-1.2977476,-0.38459674,-4.6137404,-1.6473027,0.648584,1.3426527,0.48657566,-1.4972225,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-01-01-01-02-05.wav,-695.7397,83.38816,4.2886033,22.024881,12.069266,1.3096908,2.0459206,-5.048089,0.5280884,2.9445667,3.2099993,2.618079,-0.51218134,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-01-01-02-01-05.wav,-657.8037,75.42492,2.315494,19.272507,8.47477,-2.3100498,1.2052703,-7.962976,-8.6742735,2.0465453,0.8297888,0.78153074,-1.5466858,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-01-01-02-02-05.wav,-684.44727,80.77175,8.890061,18.919256,9.601029,-0.3328014,2.3693159,-9.999909,-4.514511,2.584135,0.7360922,3.4936616,-0.53389055,Neutral
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-01-01-01-05.wav,-674.4212,95.66606,9.888722,24.050152,4.6561475,-0.6525095,-3.7607305,-3.1357055,-0.74862814,1.5493907,1.9846828,2.6603117,-4.1716304,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-01-01-02-05.wav,-710.1805,89.069275,15.047947,29.010548,3.424437,1.1276283,-0.6494927,-3.844863,3.122953,1.2556595,1.258099,5.0989933,-5.3853316,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-01-02-01-05.wav,-680.4365,90.967476,13.533753,23.007381,1.0591222,2.8710854,-2.9211357,-7.381247,-3.9798162,5.1298113,2.626924,1.8693445,-3.14763,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-01-02-02-05.wav,-634.97906,89.43026,15.382655,17.808895,-1.1677866,3.5951138,-6.5453787,-7.58592,-4.7221336,3.3417537,2.7770164,-0.89209926,-3.9787302,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-02-01-01-05.wav,-648.12683,73.65553,5.6586018,29.866892,7.9835486,2.8551035,-4.4021707,-0.80618274,2.0766754,0.81166303,2.722064,2.573237,-5.5286946,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-02-01-02-05.wav,-722.3941,81.48624,17.606735,27.487736,8.215737,3.9695623,-3.0343466,-4.616061,2.3976545,6.287435,4.8346734,2.3733492,-3.1851509,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-02-02-01-05.wav,-663.58655,81.218216,21.410618,34.02646,4.073998,0.423706,-0.7098332,-5.611638,-1.1295365,6.8566594,-1.3613548,2.826976,-7.253285,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-02-02-02-02-05.wav,-711.2174,81.38219,23.835348,31.56183,7.5427628,1.6596621,-0.8311535,-8.223646,1.2901478,8.497894,0.8671276,3.1297176,-5.2756233,Calm
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-01-01-01-05.wav,-615.56036,84.32394,3.0462077,18.413246,9.7378025,-0.042660758,-2.8383873,-3.3275518,-15.305824,-6.1954045,6.0101514,-5.5117383,-4.4575934,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-01-01-02-05.wav,-624.78094,72.749016,-1.8665731,15.797436,10.9552145,-0.74514586,-1.5960935,-0.45804998,-7.306256,-0.72312427,3.8626392,-2.414217,-2.8908894,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-01-02-01-05.wav,-654.4017,62.341633,8.348094,16.432882,7.960195,-0.2644352,-0.56093025,-5.252105,-4.718181,-0.757684,1.706612,-2.1657848,-2.612181,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-01-02-02-05.wav,-565.5512,84.8312,-0.83045197,14.081363,2.7136593,-4.348037,-5.31109,-7.8719006,-11.39083,-2.233969,2.1365356,-5.332877,-2.5992863,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-02-01-01-05.wav,-555.75543,68.38532,2.3281422,9.172495,-5.204147,-3.8617606,-9.081809,-6.070305,-13.898477,-11.331163,1.1433471,-9.213189,-7.5386715,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-02-01-02-05.wav,-489.38947,73.479614,-15.83717,2.7159157,1.489592,-4.797347,-12.601469,-4.7379026,-16.238493,-9.175693,5.7629886,-8.722994,-4.1023264,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-02-02-01-05.wav,-524.6661,67.004364,-5.318593,7.543246,2.3296804,-4.7209992,-10.043455,-8.662612,-19.725815,-6.7084846,2.7121172,-8.232345,-6.44471,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-03-02-02-02-05.wav,-535.78357,50.710476,-0.55170286,6.13999,0.78947043,-1.1343926,-6.950705,-5.407034,-11.804251,-10.266759,2.0370514,-6.47861,-6.0859866,Happy
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-01-01-01-05.wav,-752.43567,83.277115,17.33453,23.208597,12.4720545,3.1236534,3.491268,-5.417584,1.9817411,3.6343877,0.6063104,6.3273144,-1.0072157,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-01-01-02-05.wav,-723.01624,81.57042,9.332832,25.295353,10.58152,0.28163487,1.7170887,-3.8515935,-0.92402965,4.9307976,0.5717167,3.501321,-2.5940373,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-01-02-01-05.wav,-744.40204,74.569595,16.432125,20.213076,11.7926,3.585819,1.0344461,-6.428661,-5.298868,5.183695,2.0843744,0.41125676,-3.2288752,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-01-02-02-05.wav,-705.97046,88.22225,18.083227,23.318642,9.727595,-0.21643278,1.655304,-8.4745455,-2.1971693,6.0503635,2.7132082,1.5905501,-3.7826383,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-02-01-01-05.wav,-711.75494,81.82102,14.259099,22.459244,8.163636,0.093006425,-1.9123688,-3.2089329,-1.5636846,-0.61593276,-0.38852262,-0.45390385,-3.317766,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-02-01-02-05.wav,-738.34155,76.43145,5.40453,26.825209,14.252053,3.875131,-4.680481,-0.9166354,-1.1482054,-0.098706245,1.0767637,-0.20369124,-2.0027077,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-02-02-01-05.wav,-702.34503,64.72749,6.5782747,21.245703,6.9801545,0.16650628,-2.7958522,-3.452516,-1.4145255,0.054993495,2.329538,-1.7609767,-3.7314487,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-04-02-02-02-05.wav,-719.63934,78.48221,4.201669,20.219576,11.0728245,0.8772367,-2.6380842,-3.7004147,-5.8450146,-0.098944366,3.051616,-0.35217777,-3.7611828,Sad
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-01-01-01-05.wav,-471.8216,73.18985,-17.26226,8.15322,6.6457286,-17.77074,-6.8509974,-4.6550555,-10.153034,-6.864321,1.4033769,-4.6548734,-3.9810514,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-01-01-02-05.wav,-493.3808,67.3282,-5.05812,17.412722,7.8180227,-13.104817,-5.4108934,-0.23229235,-4.923486,-3.4260893,1.6969755,-1.7012857,-1.9647305,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-01-02-01-05.wav,-553.197,100.620285,7.172315,11.626085,9.791617,-11.271052,-1.0481983,-9.914336,-9.324497,0.56689197,1.7447777,-0.28099164,3.1833477,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-01-02-02-05.wav,-487.0108,91.67191,-2.9838386,18.23617,4.0296807,-16.995264,-1.6600492,-11.073541,-9.443445,-4.5588655,-2.0018358,0.24250242,-6.736314,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-02-01-01-05.wav,-355.13492,40.105938,-20.779873,1.885784,-1.6893287,-12.328642,-14.00781,-2.7149925,-11.548218,-5.8275614,0.41461647,-4.466021,-4.241914,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-02-01-02-05.wav,-375.87012,45.022762,-11.7193,6.126877,-1.2234993,-11.385334,-11.399615,-4.4835396,-8.429956,-6.456845,0.686049,-4.3828163,-3.3994327,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-02-02-01-05.wav,-316.6432,36.127907,-12.404954,-3.802741,0.12295277,-12.020206,-16.9925,-2.777121,-13.083395,-8.780956,4.9372983,-1.6748712,-5.451671,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-05-02-02-02-05.wav,-311.44464,36.88757,-18.497072,-5.217448,-2.487428,-11.98015,-15.109614,-0.53330004,-16.17764,-11.962641,5.0924006,-3.519993,-4.6457014,Angry
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-01-01-01-05.wav,-628.2668,62.98285,2.4583519,11.831867,2.692919,-7.5439634,-6.665869,-2.8090553,-1.8664455,-2.3387954,-2.3154073,-0.58951133,-5.569601,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-01-01-02-05.wav,-628.311,58.544228,3.4927824,13.513049,6.095973,-5.574027,-4.2721286,-4.7902775,-3.7775295,-1.657524,-1.726997,-0.34425935,-5.172537,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-01-02-01-05.wav,-679.7199,70.8022,7.902417,18.534481,7.3664403,-2.5905478,-2.628686,-4.0287943,-2.7257116,1.8009286,0.76303196,0.6189911,-3.248581,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-01-02-02-05.wav,-588.02765,63.802708,0.11128987,11.351795,2.883986,-8.602224,-5.687205,-5.598444,-6.2129993,-4.052302,-1.6044112,-1.737931,-4.057836,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-02-01-01-05.wav,-441.48837,39.860683,-18.857018,-2.721084,-4.3681264,-9.56207,-15.677084,-10.513856,-9.369233,-9.399929,-1.5839996,-4.0055485,-7.419668,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-02-01-02-05.wav,-412.9233,49.706165,-23.333172,1.9297163,-6.166538,-10.27578,-17.955217,-13.342471,-11.340947,-11.688135,0.9393955,-6.5148044,-7.5281777,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-02-02-01-05.wav,-456.7783,37.42881,-12.117611,4.0265727,-1.426431,-10.553397,-12.058046,-6.426705,-15.79165,-11.055846,-1.2294706,-6.057078,-8.528472,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-06-02-02-02-05.wav,-445.04642,48.667892,-16.50134,-0.07783627,-5.623176,-8.577157,-15.985107,-13.446398,-12.258996,-14.28131,-0.22984506,-7.072303,-11.284833,Fearful
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-01-01-01-05.wav,-653.1183,74.743286,11.642479,23.484468,4.3477297,-4.0320783,-0.91006047,-4.1251597,-1.020577,1.812554,6.6008286,1.761167,-2.4393005,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-01-01-02-05.wav,-604.75195,59.67647,7.899751,18.585075,0.8889949,-6.9088135,-2.191591,0.43278092,0.03827497,2.4687357,6.9560475,2.9428556,-1.5760972,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-01-02-01-05.wav,-651.6042,68.77761,14.133287,14.101429,3.4543934,-3.08766,3.2853198,-8.327943,-4.2653575,0.7089965,8.129375,2.3376436,-1.1995966,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-01-02-02-05.wav,-628.05194,59.6751,12.327789,13.128221,1.5924246,-1.8022283,0.87587047,-7.686483,-4.540135,-0.18092464,3.5292811,-0.40883988,-1.7707938,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-02-01-01-05.wav,-587.8477,79.35479,5.929632,20.853569,-5.0622826,-11.472991,-4.5479946,-7.5211997,-1.3542166,-5.8794794,-0.059941094,2.7844245,-6.7797084,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-02-01-02-05.wav,-535.6434,62.605354,2.350479,15.126072,-3.7505338,-12.781274,-6.7686524,-6.1014,-5.6320453,-6.927453,-5.041813,0.706853,-6.494763,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-02-02-01-05.wav,-509.55872,72.74213,5.9393005,6.4709773,-3.678292,-10.8966675,-14.3157015,-16.728523,-9.576736,-8.123689,-5.7030854,-2.6054268,-2.896037,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-07-02-02-02-05.wav,-526.1586,98.94539,12.082929,17.634789,-11.25303,-13.905479,-6.136877,-5.513944,-1.7437202,-6.0737205,-9.471209,3.8526435,-3.6325755,Disgusted
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-01-01-01-05.wav,-593.2153,68.26387,3.8391201,12.8700905,3.504981,-6.221395,-5.719879,-4.321677,-5.4080453,-4.559719,-0.7606403,-3.5162828,-3.8304183,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-01-01-02-05.wav,-576.69794,70.7977,-4.6920214,10.290173,1.8627255,-13.599665,-5.765763,-5.589519,-8.86397,-6.6573553,-2.4223037,-5.137143,-3.2677796,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-01-02-01-05.wav,-620.0243,65.41494,-8.687582,8.904599,3.964465,-12.375382,-1.7013776,-8.527656,-10.939977,-3.0782967,-3.0719316,-2.8800209,-1.2279781,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-01-02-02-05.wav,-573.65936,68.09533,2.3491278,11.767485,2.8264098,-5.4012456,-5.946262,-10.605779,-8.328227,-4.4468164,-2.0668838,-5.7155585,-5.938873,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-02-01-01-05.wav,-526.99817,51.33487,9.177581,12.58088,-3.9851646,-5.614571,-5.2046185,-9.589814,-6.2201905,-7.933902,0.057652988,-5.644969,-9.975748,Surprised
C:\Users\LENOVO\OneDrive\Desktop\مهنة\PROJECT SER\datasets\Actor_05\03-01-08-02-01-02-05.wav,-501.09952,66.651726,2.3282351,6.046338,-7.6732645,-8.615064,-6.8593974,-5.2951245,-10.181436,-9.083936,2.652833,-7.0845695,-8.110182,Surprised
